No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TIA024500A,TIA024501A,TIA024502A,TIA024503A,VIA024502X
1485,2.31,89.83,96.74,0.61,6.66,201139,40.11,72.36,56.62,71.3,53.69,39.06
1486,2.01,89.47,96.83,0.61,6.8,204509.8,39.4,72.25,56.65,71.05,53.72,41.54
1487,1.63,89.72,96.89,0.61,6.8,198558.7,39.45,72.25,56.73,71.16,53.76,43.06
1488,1.12,89.83,96.89,0.61,6.65,199168.2,39.33,72.18,56.62,71.05,53.72,47.26
1489,0.91,89.39,96.86,0.61,6.8,200370.5,39.4,72.07,56.54,71.05,53.61,39.25
1490,0.67,89.32,96.8,0.61,6.74,201725.2,41.28,72.29,56.65,71.12,53.43,42.68
1491,0.67,89.14,96.86,0.61,7.05,200404.1,39.01,72.03,56.47,70.83,53.43,40.4
1492,0.61,89.25,96.89,0.61,6.79,200905.4,39.62,72.03,56.43,70.9,53.5,40.01
1493,0.61,89.14,96.89,0.61,6.86,198571.3,39.6,72.14,56.47,71.05,53.47,38.87
1494,0.47,89.14,96.91,0.61,6.85,201061.3,39.62,72.07,56.47,71.16,53.54,39.44
1495,0.44,88.62,96.94,0.62,7.13,199285.1,44.26,72.11,56.54,71.48,53.21,44.4
1496,0.64,89.1,97.06,0.61,6.79,196700.2,38.99,72.11,56.54,70.9,53.47,38.68
1497,0.81,88.99,97.15,0.61,6.78,198740.3,39.5,72.18,56.47,71.05,53.39,40.21
1498,0.78,89.43,97,0.61,6.76,198945.6,40.33,72.07,56.51,71.01,53.5,39.06
1499,0.98,88.95,97.12,0.61,6.86,198403.1,39.62,72.11,56.47,71.16,53.61,39.25
1500,1.29,89.61,97.09,0.61,7.12,198405.8,39.62,72.14,56.58,71.05,53.58,39.44
1501,1.67,89.36,96.94,0.61,6.65,200217.3,39.43,72.25,56.54,71.19,53.58,40.97
1502,1.7,89.87,96.83,0.61,6.86,198872.9,40.65,72.22,56.62,71.41,53.69,40.01
1503,2.01,90.23,96.83,0.61,6.8,197879.8,40.7,72.36,56.65,71.38,53.61,37.92
1504,2.25,89.47,96.89,0.61,6.88,198964.7,41.46,72.25,56.65,71.41,53.76,38.3
1505,2.25,88.77,96.8,0.62,6.64,200485.6,47.05,72.33,56.62,71.81,53.5,39.44
1506,2.42,90.16,96.94,0.61,6.8,204817.6,40.45,72.33,56.76,71.45,53.91,38.3
1507,2.79,90.34,96.91,0.61,6.84,198246.2,40.5,72.29,56.73,71.27,53.91,40.21
1508,2.42,89.91,96.94,0.61,6.89,202562.9,39.99,72.22,56.51,71.27,53.54,41.92
1509,2.66,89.98,97.09,0.61,7.13,198851,41.82,72.14,56.58,71.38,53.5,38.3
1510,2.83,89.47,97.12,0.62,6.66,201850.5,39.75,72.29,56.43,71.27,53.5,38.11
1511,3.07,89.91,97.21,0.61,6.84,210170,39.04,72.14,56.62,70.97,53.61,40.4
1512,2.86,89.94,97.21,0.61,7.1,199044.4,39.11,72.18,56.58,71.08,53.58,38.49
1513,1.7,89.87,97.24,0.61,6.63,200530,39.75,72.25,56.54,71.16,53.47,37.92
1514,1.46,89.72,97.24,0.62,6.91,200170.4,39.53,72.18,56.54,71.16,53.32,38.87
1515,1.29,90.16,97.24,0.62,6.6,200612.4,38.33,72.11,56.36,70.9,53.32,42.87
1516,1.08,89.65,97.24,0.61,6.47,200544.8,38.5,72.03,56.4,70.9,53.25,39.25
1517,1.15,89.5,97.32,0.61,6.56,198914.8,38.57,72,56.32,70.86,53.21,41.73
1518,0.91,89.83,97.27,0.61,6.91,203479.8,37.96,72.07,56.43,70.79,53.25,40.01
1519,0.91,89.54,97.3,0.61,6.48,199048.5,37.99,72.25,56.4,70.86,53.32,40.78
1520,1.12,89.61,97.32,0.61,6.89,202299.8,35.89,72.18,56.36,70.61,53.32,38.87
1521,1.02,89.87,97.32,0.61,6.65,208417,38.31,72.18,56.47,70.83,53.1,40.21
1522,0.78,89.8,97.3,0.61,0.29,200550.3,38.21,72,56.4,70.94,53.32,40.01
1523,0.3,89.72,97.35,0.61,5.68,199851.4,37.55,72.07,56.58,70.86,53.28,40.01
1524,0.37,89.54,97.3,0.61,6.34,200272.4,38.6,72.22,56.43,70.83,53.32,48.78
1525,0.88,89.83,97.35,0.61,6.4,204965.8,38.53,72.11,56.4,70.94,53.17,40.21
1526,0.74,89.14,97.35,0.61,6.58,201302.8,38.57,72.07,56.32,70.68,53.28,41.73
1527,0.88,89.03,97.35,0.61,6.67,199510.8,38.55,72.11,56.32,70.57,53.25,40.21
1528,1.26,89.1,97.38,0.62,6.77,200695.7,39.19,72.03,56.4,70.75,53.28,39.63
1529,1.84,89.17,97.3,0.61,6.91,199644.8,39.26,72.11,56.4,70.86,53.17,40.97
1530,2.35,89.76,97.18,0.62,6.95,200355.5,39.19,72.07,56.43,71.05,53.47,38.3
1531,2.55,89.72,97.09,0.61,7,200328.6,40.16,72.11,56.51,71.08,53.32,38.11
1532,3.44,90.13,97.09,0.61,7.06,201881.7,39.04,72.22,56.69,71.12,53.32,37.54
1533,4.81,90.16,97.03,0.61,7.58,195856.1,40.16,72.18,56.58,71.3,53.32,39.63
1534,5.32,90.23,97.06,0.61,6.96,198421.6,41.26,72.07,56.62,71.52,53.36,41.16
1535,5.39,90.42,97.03,0.61,6.98,198398.6,39.58,72.22,56.65,71.52,53.65,37.54
1536,5.19,90.16,97.06,0.61,6.88,192929.6,40.04,72.22,56.73,71.52,53.58,38.11
1537,3.75,90.6,97.09,0.61,6.95,201168.8,40.04,72.29,56.73,71.59,53.61,38.3
1538,4.23,90.56,97.21,0.61,6.99,200185.4,39.55,72.11,56.73,71.52,53.69,40.97
1539,3.99,90.31,97.15,0.61,6.96,196923.9,41.82,72.14,56.73,71.7,53.5,42.49
1540,4.16,90.56,97.18,0.61,7.04,197736.2,39.11,72.29,56.69,71.38,53.76,39.25
1541,4.19,90.34,97.15,0.61,6.9,200672.8,39.55,72.29,56.65,71.52,53.58,43.06
1542,4.71,90.16,97.09,0.61,7.17,199970.4,39.53,72.29,56.73,71.3,53.76,37.92
1543,3.58,90.05,97.03,0.61,7.06,200117.9,39.53,72.36,56.62,71.16,53.54,42.11
1544,4.23,89.91,96.94,0.62,6.93,199247.3,44.8,72.22,56.58,71.56,53.36,40.97
1545,6.66,90.82,96.89,0.61,6.91,200817.3,40.06,72.29,56.91,71.7,53.76,42.68
1546,2.76,91,97.03,0.61,7.46,197013.2,39.04,72.07,56.54,71.23,53.43,38.11
1547,2.04,90.45,96.94,0.61,7.25,201327.2,39.11,72.11,56.07,70.72,53.06,38.87
1548,2.79,90.16,96.89,0.61,7.14,196708,39.55,72,56.18,70.64,52.84,44.78
1549,1.19,89.72,96.8,0.61,6.92,199204.7,43.26,72.07,56.14,70.9,52.59,40.01
1550,1.08,89.76,96.8,0.61,7.14,200483.7,37.99,71.96,56.1,70.31,52.63,41.92
1551,0.85,89.72,96.86,0.61,6.92,197888.7,37.99,71.96,55.96,70.28,52.59,41.16
1552,0.64,89.69,96.89,0.61,6.84,197108.4,38.6,71.85,55.85,70.31,52.52,41.16
1553,0.98,88.77,96.94,0.61,6.95,201710.8,39.75,71.81,55.81,70.2,52.22,40.59
1554,1.29,88.4,96.94,0.61,6.92,200509.9,43.46,71.74,55.81,70.64,52.11,40.78
1555,2.18,89.5,96.91,0.61,7.1,204151.6,39.04,71.96,55.74,70.2,52.41,40.21
1556,2.93,90.02,96.94,0.61,6.61,197123.3,39.62,72,55.96,70.61,52.55,40.01
1557,3.85,90.6,96.91,0.61,6.76,198961.7,40.7,72.07,56.14,70.9,52.73,38.49
1558,5.02,90.67,96.8,0.61,6.71,200339.4,41.87,72,56.29,71.08,52.84,38.87
1559,6.35,91.99,96.74,0.62,6.75,201735.8,40.75,72.22,56.4,71.16,53.1,38.68
1560,7.27,91.44,96.59,0.61,6.7,207625.3,41.65,72.18,56.43,71.45,53.17,36.78
1561,7.89,89.58,96.53,0.61,6.56,198353.6,42.19,71.96,55.99,70.83,52.63,36.01
1562,8.4,88.26,96.56,0.61,6.69,197021.1,41.58,71.81,55.77,70.57,52.22,39.44
1563,8.91,88.04,96.5,0.61,6.7,200002.2,43.77,71.78,55.66,70.64,52,36.78
1564,8.57,88.62,96.48,0.61,6.97,198259.6,41.68,71.78,55.7,70.61,51.78,37.54
1565,8.23,87.89,96.5,0.61,6.61,206803.6,42.19,71.74,55.63,70.53,51.86,38.11
1566,6.48,88.07,96.56,0.61,6.59,198287.2,41.53,71.78,55.37,70.28,51.75,39.06
1567,6.25,87.16,96.59,0.61,6.66,198090.4,41.65,71.67,55.33,70.35,51.67,38.68
1568,5.87,87.6,96.68,0.61,6.65,198770,41.65,71.7,55.37,70.13,51.49,39.06
1569,5.6,86.83,96.68,0.61,6.52,202579.8,40.45,71.59,55.19,69.43,51.53,39.44
1570,5.08,87.27,96.68,0.61,6.6,205190.1,40.58,71.63,55.26,69.58,51.42,37.16
1571,4.4,87.2,96.65,0.62,6.7,201199.3,41.14,71.59,55.12,69.62,51.38,45.92
1572,3.61,87.01,96.59,0.62,6.7,198530.5,40.5,71.56,55.23,69.58,51.34,44.02
1573,3.17,86.24,96.65,0.61,7.07,203088.8,39.92,71.52,54.97,69.43,51.27,38.49
1574,2.76,86.43,96.65,0.61,6.74,201532.9,39.11,71.56,54.93,69.18,51.27,40.4
1575,2.45,85.99,96.65,0.61,6.66,198814.2,39.77,71.59,54.82,69.32,51.16,40.21
1576,2.49,85.88,96.59,0.61,6.55,199538.2,39.62,71.56,54.86,69.14,51.05,40.21
1577,1.97,86.61,96.56,0.61,6.55,198472.8,40.16,71.48,55.19,69.43,51.45,48.4
1578,1.73,88,96.56,0.61,6.52,199776.9,40.16,71.74,55.41,69.8,51.89,39.63
1579,0.98,88.33,96.56,0.61,6.59,203997.3,38.55,71.85,55.59,69.8,52.04,51.07
1580,0.57,88.33,96.59,0.61,6.64,200079.6,39.11,71.74,55.66,70.06,52.19,45.54
1581,0.5,89.21,96.68,0.61,6.66,201137.2,39.14,71.78,55.63,69.87,52.22,41.16
1582,0.2,88.92,96.68,0.61,7.15,198846.3,39.16,71.74,55.59,69.76,52.22,43.25
1583,0.57,89.58,96.71,0.62,6.49,200942.2,39.72,71.89,55.52,69.95,52.26,47.45
1584,0.95,90.45,96.71,0.61,6.54,199140.5,38.5,71.78,55.59,69.54,52.63,39.82
1585,1.77,86.21,96.74,0.61,6.42,200897.1,39.16,71.96,55.74,69.95,52.44,39.44
1586,3.58,87.71,96.74,0.61,6.46,199266.6,37.65,71.92,55.66,70.17,52.52,40.21
1587,4.81,87.71,96.68,0.61,6.23,199957,37.52,71.85,55.66,70.06,52.55,36.01
1588,6.52,88,96.5,0.61,6.48,200595.9,40.26,71.7,55.55,70.02,52.04,37.54
1589,7.54,88.66,96.45,0.62,6.45,201444.8,38.62,71.92,55.3,70.35,51.89,38.3
1590,8.23,88.66,96.39,0.61,6.5,196037.9,39.7,71.85,55.33,70.46,51.78,39.44
1591,9.12,88.29,96.33,0.61,6.48,197611.6,40.63,71.89,55.3,70.57,51.93,39.82
1592,9.39,89.03,96.33,0.61,6.56,200652.8,40.7,72,55.52,70.64,51.86,39.06
1593,9.15,88.37,96.33,0.61,6.55,199488.7,42.75,71.81,55.59,70.86,52,40.21
1594,8.6,87.93,96.36,0.61,6.51,203571.8,39.97,71.81,55.44,70.57,51.93,36.2
1595,7.31,88.59,96.39,0.61,6.57,201190.9,40.02,71.96,55.48,70.64,52.04,39.82
1596,5.97,88.48,96.39,0.61,6.44,198928.8,40.02,71.81,55.48,70.46,51.82,42.68
1597,4.91,87.89,96.5,0.61,6.6,201035.9,39.97,71.74,55.26,70.28,51.67,42.3
1598,4.4,86.65,96.56,0.61,6.59,198269.2,42.77,71.63,55.04,70.31,51.42,40.59
1599,4.02,87.85,96.62,0.62,6.51,199987.8,39.09,71.7,55.12,69.95,51.45,39.44
1600,3.75,87.38,96.59,0.61,6.42,200483.4,39.04,71.67,55.19,69.76,51.56,40.4
1601,3.65,87.27,96.53,0.61,6.49,198765.6,39.04,71.7,55.01,69.87,51.42,43.25
1602,3.51,86.9,96.59,0.61,6.45,201091.5,41.21,71.48,54.93,69.73,51.12,40.59
1603,3.68,86.13,96.5,0.62,6.45,198311.6,45.14,71.41,54.86,69.91,50.98,39.25
1604,3.34,86.46,96.53,0.61,6.52,203661.3,39.06,71.56,55.01,69.73,51.45,43.06
1605,3.24,87.05,96.48,0.62,6.31,197977.9,39.06,71.67,55.01,69.76,51.42,40.97
1606,3.41,86.57,96.42,0.61,6.46,199565.4,39.04,71.63,54.93,69.62,51.42,38.3
1607,3.1,86.72,96.42,0.61,6.61,199687.2,39.7,71.52,54.97,69.87,51.23,42.68
1608,2.86,86.39,96.5,0.62,6.47,202556.1,40.04,71.59,54.86,69.8,51.16,40.59
1609,2.28,87.01,96.53,0.61,6.36,205123.2,37.84,71.7,54.93,69.47,51.38,38.11
1610,2.52,86.9,96.59,0.61,6.53,201821.4,38.04,71.67,54.79,69.76,51.42,46.49
1611,2.83,86.57,96.59,0.62,6.56,204098.3,38.57,71.56,54.79,69.51,51.23,42.49
1612,2.86,86.24,96.65,0.61,6.57,200169.2,39.09,71.59,54.82,69.62,51.16,38.87
1613,3.61,86.9,96.65,0.61,6.65,200526.3,37.99,71.7,54.93,69.58,51.34,46.68
1614,4.47,86.72,96.62,0.61,6.53,206995.7,39.6,71.74,54.86,69.65,51.2,41.73
1615,5.53,87.2,96.59,0.61,6.57,201026.2,39.04,71.85,54.82,69.87,51.42,39.82
1616,6.45,87.42,96.56,0.61,6.54,200840.5,39.04,71.67,54.97,69.73,51.6,40.01
1617,7.03,87.01,96.48,0.61,6.53,199327.3,40.14,71.63,55.19,69.95,51.53,36.97
1618,7.65,88.15,96.39,0.61,6.54,203554.8,38.5,71.63,55.26,70.06,51.67,40.59
1619,8.5,87.89,96.33,0.61,6.54,210978.8,40.11,71.89,55.26,70.53,51.86,42.3
1620,9.05,89.03,96.33,0.61,6.54,200466.5,40.11,71.81,55.59,70.9,52.04,41.92
1621,9.15,88.66,96.33,0.61,6.67,201009.7,41.21,72.03,55.55,71.05,52.04,40.01
1622,8.98,89.25,96.36,0.61,7.09,201696.5,41.04,72,55.52,70.97,52.08,36.39
1623,8.74,89.25,96.48,0.61,6.75,202184.4,41.09,71.96,55.55,70.9,52.15,39.44
1624,8.33,89.28,96.48,0.61,6.55,204255.1,41.11,72,55.59,71.12,52.22,41.16
1625,8.3,88.37,96.56,0.61,6.58,199561.7,41.11,71.92,55.52,70.97,52.3,38.49
1626,7.61,88.95,96.59,0.61,6.59,200226.2,41.14,71.81,55.59,70.9,52.22,38.3
1627,7.37,89.06,96.71,0.61,6.48,201220.2,41.11,71.92,55.59,70.86,52.11,36.59
1628,7.17,88.62,96.74,0.62,6.53,200324.6,41.06,71.92,55.41,70.83,51.97,37.54
1629,6.38,88.48,96.74,0.61,6.6,199895.6,39.99,71.78,55.37,70.53,51.97,40.4
1630,5.6,88.26,96.74,0.61,6.54,200826.8,39.99,71.7,55.26,70.39,51.75,37.54
1631,5.36,88.07,96.68,0.61,7.15,201180.5,39.99,71.7,55.15,70.31,51.75,38.3
1632,5.12,87.67,96.68,0.62,6.69,198841,41.24,71.74,55.26,70.39,51.67,39.06
1633,5.39,87.71,96.71,0.62,6.58,201137,40.6,71.74,55.19,70.09,51.75,37.92
1634,5.32,88.33,96.68,0.62,6.65,195346,40.53,71.7,55.15,70.24,51.78,38.11
1635,4.23,88.26,96.74,0.62,6.63,195904.2,40.04,71.81,55.15,70.06,51.71,36.97
1636,4.16,88.26,96.68,0.61,6.65,197762,40.63,71.78,55.19,69.95,51.67,40.01
1637,4.16,87.2,96.68,0.61,6.56,202475.9,41.21,71.7,55.19,70.2,51.78,39.25
1638,4.33,88,96.71,0.61,6.66,201558.2,38.92,71.85,55.15,70.02,51.67,40.4
1639,3.85,87.82,96.8,0.61,6.69,204175.7,39.7,71.78,55.12,70.06,51.6,40.01
1640,3.41,87.52,96.8,0.62,6.71,204855.6,39.62,71.63,55.15,69.8,51.67,38.3
1641,3.61,87.01,96.77,0.62,6.77,205468.9,41.28,71.59,55.12,70.02,51.53,38.3
1642,3.99,87.56,96.77,0.62,6.68,202323.9,42.41,71.67,55.19,70.2,51.6,36.78
1643,4.33,87.12,96.83,0.61,6.65,203486.5,39.67,71.63,55.08,69.87,51.53,40.97
1644,4.95,87.38,96.8,0.61,6.69,204199.9,40.28,71.74,55.08,69.65,51.56,41.35
1645,5.63,87.27,96.68,0.62,6.77,200658.5,41.28,71.7,55.3,70.09,51.56,37.54
1646,6.86,87.71,96.53,0.61,6.7,199656.5,41.68,71.67,55.15,70.2,51.71,38.11
1647,9.77,89.36,96.65,0.61,6.91,200745.8,43.09,72.18,55.85,70.83,52.77,37.54
1648,8.81,89.69,96.83,0.61,6.96,206231.8,44.65,71.96,55.92,70.72,52.77,38.68
1649,9.29,89.36,96.86,0.61,6.89,203960.7,43.48,72,55.7,70.57,52.63,38.3
1650,9.39,87.96,96.89,0.61,7.25,203225.5,51.27,71.96,55.88,71.12,52.48,37.16
1651,9.15,89.25,97,0.62,6.68,201557.7,43.12,72.11,55.88,70.64,52.73,39.06
1652,9.15,89.61,97,0.61,6.76,200548,43.19,72.07,55.77,70.72,52.73,38.3
1653,9.77,89.14,97,0.61,6.76,203114.8,44.24,72.03,55.85,70.86,52.73,37.73
1654,9.7,89.28,96.94,0.61,6.71,198011,44.17,72,55.81,70.72,52.63,38.11
1655,9.12,87.31,96.89,0.61,6.68,201691.8,50.27,71.85,55.55,70.79,52.11,38.49
1656,8.3,89.36,96.89,0.61,6.72,203402.2,42.21,71.96,55.55,70.5,52.48,37.35
1657,8.3,88.4,96.86,0.61,6.68,207102.5,42.24,71.89,55.59,70.39,52.48,39.06
1658,7.89,88.81,96.83,0.61,6.74,205870,43.77,71.85,55.55,70.31,52.22,44.21
1659,7.17,88.7,96.74,0.61,7.43,199755.2,42.46,71.92,55.41,70.2,52.3,37.35
1660,7.51,89.17,96.71,0.62,6.68,200265.7,42.36,72.07,55.52,70.39,52.26,38.11
1661,7.34,89.65,96.74,0.62,6.71,202221.5,42.48,72.07,55.52,70.24,52.37,39.25
1662,6.86,88.88,96.86,0.61,6.62,203511.4,42.07,72.03,55.52,70.2,52.37,42.49
1663,5.73,87.82,96.89,0.62,6.83,201017.5,43.14,71.74,55.37,70.13,52.3,44.97
1664,5.73,87.52,96.86,0.62,6.59,200804,43.19,71.92,55.33,70.06,52.11,37.16
1665,6.42,88.4,96.89,0.62,6.62,202887.2,42.9,71.96,55.23,70.06,51.86,40.01
1666,6.38,88.66,96.8,0.62,6.63,208265.3,42.43,71.78,55.41,70.02,52.04,36.97
1667,7.54,88.29,96.77,0.61,6.78,203063.9,43.12,71.92,55.3,70.06,52.08,36.59
1668,7.2,88.15,96.71,0.62,6.88,201904.1,44.68,71.92,55.37,70.28,51.93,38.87
1669,7.95,88.11,96.53,0.62,6.69,203375.3,43.48,71.92,55.37,70.35,52.11,41.92
1670,8.47,89.54,96.45,0.62,6.67,204024.3,42.85,72,55.44,70.31,52.15,36.01
1671,8.81,88.84,96.36,0.62,6.62,208514.6,45.22,71.92,55.55,70.68,52.3,50.69
1672,9.42,88.7,96.27,0.61,6.72,200761.8,45.26,72,55.63,70.53,52.3,37.54
1673,9.77,87.34,96.21,0.62,6.63,202503.1,47.73,71.81,55.44,70.31,52,36.59
1674,9.6,88.51,96.18,0.62,6.61,202913,46.14,71.92,55.48,70.53,52.22,38.68
1675,9.49,90.2,96.18,0.62,6.73,201759.3,42.9,71.85,55.66,70.42,52.48,38.3
1676,9.32,89.21,96.24,0.61,6.74,202640.3,45.17,71.85,55.63,70.46,52.37,41.54
1677,9.83,88.7,96.18,0.61,6.55,203927,44.7,71.96,55.59,70.64,52.37,38.11
1678,9.22,88.66,96.27,0.62,6.95,203059.8,44.68,72,55.52,70.57,52.3,38.49
1679,8.26,90.02,96.27,0.62,6.64,203202.1,44.17,72.11,55.44,70.46,52.52,37.73
1680,7.95,89.76,96.33,0.61,6.64,203560.5,42.48,71.89,55.52,70.39,52.37,38.49
1681,7.65,90.02,96.33,0.62,6.97,204999.8,43.56,72,55.33,70.17,52.37,41.92
1682,6.48,89.03,96.36,0.61,6.72,203301.8,43.48,71.96,55.3,70.09,52.37,40.97
1683,6.01,88.11,96.24,0.62,6.84,202125.5,44.58,71.78,55.15,70.13,52.11,39.82
1684,6.01,88.4,96.27,0.61,6.79,204793.2,44.14,71.81,55.23,69.95,52.08,39.44
1685,5.8,88.18,96.21,0.61,6.77,204177.9,41.94,71.85,55.19,69.95,52.11,49.35
1686,5.49,88.77,96.24,0.61,6.67,202785.3,42.53,71.78,55.12,69.91,52.11,40.01
1687,5.8,87.96,96.24,0.61,6.67,207939.4,43.58,71.92,55.15,70.13,51.93,38.87
1688,5.29,88.07,96.27,0.61,6.69,205140.1,43.07,71.96,55.08,70.02,51.93,39.63
1689,5.08,87.63,96.3,0.61,6.69,204718.7,45.73,71.67,54.97,69.8,51.67,45.35
1690,4.98,87.31,96.33,0.61,7.12,203649,43.14,71.78,54.93,70.02,51.82,38.68
1691,5.22,87.09,96.39,0.61,6.62,199948.1,43.31,71.81,55.04,69.95,51.78,37.54
1692,4.4,87.09,96.45,0.61,6.57,204136.3,44.78,71.7,55.04,69.73,51.86,38.49
1693,4.57,87.71,96.45,0.62,6.67,204944.2,43.53,71.74,54.97,69.65,51.78,38.3
1694,4.47,87.63,96.53,0.62,6.59,203047.9,47.78,71.7,54.79,69.84,51.49,40.4
1695,3.99,87.12,96.59,0.62,6.48,203980.4,43.24,71.78,54.82,69.62,51.75,39.25
1696,3.55,87.05,96.56,0.62,6.49,199999.7,42.58,71.78,54.79,69.58,51.86,38.3
1697,3.34,86.83,96.56,0.61,6.58,200985.3,43.19,71.63,54.82,69.58,51.6,39.44
1698,3.17,86.43,96.48,0.62,6.71,204963.1,44.24,71.56,54.71,69.51,51.42,39.25
1699,2.69,85.03,96.48,0.61,7.16,207737.3,50.29,71.48,54.64,69.69,51.27,44.02
1700,2.49,85.25,96.45,0.62,6.65,203654.3,43.63,71.52,54.57,69.14,51.27,37.35
1701,2.49,83.53,96.45,0.61,6.64,198724.1,42.07,71.52,54.57,69.51,51.23,41.16
1702,2.45,84.23,96.39,0.62,6.74,201799.5,41.8,71.7,54.6,69.65,51.23,41.54
1703,2.21,85.18,96.5,0.62,6.75,203368.9,39.99,71.67,54.75,69.51,51.31,39.06
1704,2.35,84.52,96.39,0.62,6.61,202178.7,44.43,71.67,54.68,70.06,51.2,37.35
1705,2.38,86.94,96.39,0.62,6.67,205725.5,40.7,71.89,55.19,69.98,52.11,40.78
1706,2.31,88.29,96.65,0.62,6.63,206176.8,40.11,71.96,55.48,70.28,52.52,44.02
1707,2.55,88.4,96.68,0.62,6.6,203029.5,41.28,72,55.7,70.61,52.81,40.4
1708,2.69,89.28,96.62,0.61,6.88,206832.2,39.53,72.14,55.85,70.57,52.99,36.97
1709,2.45,89.61,96.68,0.62,6.61,203983.2,39.87,72.18,55.7,70.75,52.81,38.68
1710,2.69,87.16,96.8,0.62,6.69,210745.9,40.7,71.85,55.26,70.02,52.22,37.16
1711,3.27,86.79,96.77,0.62,6.79,205523.7,40.53,71.89,55.04,69.87,51.86,40.01
1712,3,87.12,96.68,0.62,6.7,202135.9,41.16,71.78,55.08,70.02,51.82,37.73
1713,2.79,86.9,96.68,0.62,6.52,205378.8,41.04,71.67,55.04,69.73,51.78,36.2
1714,2.59,87.31,96.68,0.62,6.5,207056.3,38.97,71.81,54.75,69.76,51.67,39.25
1715,2.76,86.76,96.68,0.62,6.58,212722.9,40.04,71.67,54.9,69.62,51.67,42.49
1716,3.27,86.76,96.71,0.61,6.65,203501.1,40.11,71.67,54.97,69.47,51.67,36.97
1717,2.66,86.43,96.62,0.62,6.69,199063.6,41.21,71.63,54.9,69.8,51.64,36.97
1718,2.62,85.8,96.68,0.62,6.6,203482.7,41.14,71.63,54.86,69.76,51.53,40.21
1719,3.37,86.87,96.68,0.62,6.6,199482.4,39.4,71.78,54.82,69.76,51.53,38.49
1720,2.73,86.32,96.74,0.62,6.45,207191.1,40.02,71.67,54.86,69.65,51.45,40.21
1721,2.79,86.72,96.8,0.62,6.71,202506,39.99,71.7,54.71,69.76,51.6,42.87
1722,3.27,86.43,96.89,0.62,6.43,199586.8,40.7,71.74,54.93,69.51,51.56,36.59
1723,3.61,86.32,96.89,0.61,6.65,203353.5,40.65,71.81,54.93,69.65,51.64,38.3
1724,4.16,87.71,96.86,0.62,6.59,199452.3,39.45,71.74,54.9,69.87,51.89,40.78
1725,4.3,87.16,96.89,0.62,6.62,202910.1,41.02,71.7,54.97,69.95,51.71,35.82
1726,4.47,86.83,96.71,0.61,6.83,201143,41.04,71.59,55.04,69.87,51.64,35.25
1727,5.08,86.76,96.59,0.61,6.71,199448.8,41.65,71.81,55.04,70.13,51.86,35.82
1728,5.9,87.16,96.5,0.62,6.69,201274.9,42.58,71.7,55.08,70.06,51.82,38.11
1729,6.52,87.38,96.48,0.61,6.67,204336.5,41.04,71.74,55.19,70.09,52.15,37.16
1730,7.44,87.34,96.45,0.61,6.76,200842.6,41.72,71.81,55.3,70.5,52.22,36.97
1731,7.92,87.49,96.48,0.61,6.42,205285.2,42.75,71.85,55.41,70.53,52.15,36.01
1732,8.26,88.18,96.45,0.62,6.5,201030.8,43.24,71.96,55.48,70.83,52.3,35.44
1733,8.09,87.82,96.48,0.62,6.48,203708.3,44.26,71.92,55.48,70.72,52.11,34.68
1734,8.02,88.81,96.48,0.61,6.52,204646.2,40.99,71.92,55.44,70.57,52.37,39.63
1735,7.78,88.73,96.5,0.62,6.39,200006,41.58,72,55.52,70.75,52.48,39.63
1736,7.51,87.67,96.53,0.61,6.6,197362.5,41.65,72,55.33,70.61,52.3,48.59
1737,7.27,87.45,96.59,0.62,6.65,203396.1,42.19,72,55.26,70.57,52.11,39.63
1738,6.76,87.74,96.56,0.62,6.63,200654.4,43.29,72,55.19,70.83,52.19,36.97
1739,6.45,87.67,96.59,0.62,6.85,201515.9,41.04,71.85,55.19,70.39,52.11,37.16
1740,5.7,87.01,96.53,0.61,6.57,199002.8,41.02,71.81,55.23,70.35,51.97,40.01
1741,5.97,86.94,96.48,0.62,6.56,199237.5,42.26,71.85,55.08,70.46,51.93,38.87
1742,6.04,87.38,96.48,0.62,6.69,201351.6,41.11,71.89,55.01,70.24,51.82,38.87
1743,5.39,86.87,96.5,0.62,6.64,199775.3,44.87,71.78,55.04,70.5,51.71,41.92
1744,5.43,87.42,96.5,0.61,6.53,201315.3,40.02,71.81,54.97,70.09,51.78,50.88
1745,5.39,87.31,96.42,0.62,6.59,201376.1,40.7,71.81,54.93,70.31,51.75,37.92
1746,5.25,86.83,96.45,0.62,6.59,200145.8,41.82,71.74,55.01,70.24,51.67,38.49
1747,4.47,87.01,96.48,0.62,6.57,204269.7,41.21,71.78,54.82,70.17,51.56,37.16
1748,4.6,86.65,96.45,0.61,6.88,204879.8,44.51,71.78,55.01,70.24,51.53,40.97
1749,3.41,87.42,96.48,0.61,6.52,205251.8,39.55,71.85,54.79,69.8,51.75,38.3
1750,3.41,86.46,96.56,0.62,6.55,201961.9,40.04,71.7,54.68,69.62,51.64,39.63
1751,3.89,86.54,96.59,0.62,6.67,202973.8,41.33,71.7,54.75,69.8,51.53,40.97
1752,4.26,86.39,96.59,0.62,6.75,201081.2,41.09,71.67,54.57,69.51,51.56,37.92
1753,4.57,85.33,96.5,0.61,6.53,204266.3,46.31,71.52,54.79,70.06,51.34,39.06
