No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TIA024500A,TIA024501A,TIA024502A,TIA024503A,VIA024502X
7200,22.17,87.96,95.33,0.61,6.93,237884.6,59.13,72,56.03,71.85,52.59,34.3
7201,22.21,88,95.3,0.61,7.36,260231.7,60.18,71.85,55.96,71.52,52.55,34.49
7202,22.04,88.07,95.27,0.62,7.17,247663.5,56.93,72.07,55.96,71.89,52.66,34.3
7203,22.07,87.56,95.24,0.61,7.3,249500.2,58.55,72,55.96,71.63,52.66,34.68
7204,21.93,88.04,95.22,0.61,7.04,235887.2,58.52,72.14,56.1,72.03,52.55,36.2
7205,21.69,87.2,95.22,0.62,7.28,258023.2,64.23,71.85,55.77,71.67,52.41,35.44
7206,21.66,87.96,95.19,0.62,7.18,250625.9,56.89,72.03,55.96,71.59,52.59,33.92
7207,21.59,88.37,95.16,0.62,7.31,253141.5,53.83,72.03,55.99,71.52,52.55,35.63
7208,21.76,89.25,95.22,0.62,7.23,235922.6,52.95,72.03,55.96,71.74,52.7,34.87
7209,21.66,87.71,95.27,0.61,7.07,213515,57.3,71.85,55.92,71.67,52.59,35.63
7210,21.73,88.33,95.33,0.62,7.45,231234.3,57.3,72.11,56.03,71.78,52.63,34.3
7211,21.69,87.49,95.33,0.61,7.25,229370.5,60.28,71.78,56.03,71.67,52.48,34.68
7212,21.83,88.84,95.42,0.62,7.21,234419.4,54.13,72.11,55.92,71.85,52.73,34.68
7213,21.9,87.89,95.42,0.62,7.25,255891.1,57.28,72,56.1,71.67,52.77,35.63
7214,21.97,88.15,95.33,0.62,7.08,227562.1,57.25,72,56.03,71.78,52.63,34.11
7215,22.17,88.4,95.39,0.61,7.4,250873.2,57.3,72.18,56.18,72.11,52.66,34.3
7216,22.24,87.71,95.36,0.62,7.27,244685.8,63.33,72.07,56.14,72.22,52.66,34.68
7217,22.34,89.43,95.3,0.61,6.88,225487.7,53.52,72.22,56.21,72,52.92,34.87
7218,22.55,89.25,95.22,0.62,7.24,245210.7,57.28,72.22,56.1,72.25,52.95,35.25
7219,22.52,88.44,95.13,0.61,7.07,233136.1,57.3,72.14,56.29,72.03,52.95,35.25
7220,22.75,87.89,95.13,0.61,7.4,245661.3,58.18,72.55,56.73,72.44,53.1,36.2
7221,22.34,87.71,95.16,0.61,7.27,252878.5,62.35,72.62,56.87,72.55,53.17,36.97
7222,22.07,88.84,95.16,0.61,7.22,254407.1,54.22,72.77,56.84,72.51,53.25,35.25
7223,22.1,89.21,95.13,0.61,7.11,251372.6,54.27,72.69,56.98,72.51,53.17,35.63
7224,21.76,88.4,95.13,0.61,7.23,248753.6,54.22,72.73,56.73,72.36,53.25,35.25
7225,21.73,88.51,95.19,0.61,7.18,249357.2,54.1,72.62,56.76,72.25,53.17,35.06
7226,21.59,88.18,95.24,0.61,7.37,255515.5,60.74,72.73,56.84,72.69,53.06,35.44
7227,21.39,88.81,95.24,0.61,7.13,247662.3,54.2,72.69,56.73,72.25,53.32,35.63
7228,21.52,88.07,95.22,0.61,7.27,239625,54.08,72.62,56.69,72.36,53.06,35.44
7229,21.28,89.17,95.22,0.61,7.2,235389.9,54.13,72.8,56.8,72.36,53.14,36.39
7230,21.18,88.51,95.16,0.61,7.26,241227.1,54.13,72.73,56.73,72.29,53.06,35.06
7231,21.01,88.15,95.07,0.61,7.29,234096.1,61.28,72.77,56.65,72.47,52.92,35.25
7232,21.01,88.73,95.07,0.61,7.41,240811.8,52.56,72.84,56.8,72.22,53.03,35.82
7233,20.77,88.88,95.01,0.61,7.19,230556.8,54.22,72.73,56.65,72.47,52.99,35.44
7234,20.67,88.26,95.01,0.61,7.41,239732,54.27,72.77,56.43,72.29,52.88,35.25
7235,20.77,89.17,94.92,0.62,7.17,234017.5,54.27,72.73,56.54,72.4,52.95,35.63
7236,20.77,87.09,94.95,0.61,7.11,228390.5,67.36,72.47,56.58,72.25,52.7,35.44
7237,20.77,87.71,94.98,0.61,7.15,217439.7,54.22,72.62,56.54,72.11,53.03,34.87
7238,20.77,87.38,95.01,0.61,7.09,236904.6,56.3,72.58,56.54,72,52.99,35.44
7239,21.01,87.85,95.01,0.61,7.15,249298.6,56.18,72.69,56.62,72.25,52.81,35.06
7240,21.05,87.63,94.98,0.61,6.91,213008.8,57.25,72.62,56.62,72.22,52.95,36.59
7241,21.63,86.79,95.01,0.61,7.1,223286.9,57.89,72.77,56.58,72.36,52.95,35.25
7242,21.69,88.15,94.95,0.61,7.4,236170.9,57.32,72.73,56.69,72.4,53.17,34.11
7243,22.52,88.04,94.95,0.61,7.03,225556.5,59.3,72.77,56.91,72.4,53.17,34.11
7244,23.37,88.95,94.92,0.62,7.02,233337.6,60.28,72.77,56.95,72.91,53.14,34.87
7245,24.67,89.1,94.81,0.61,7.18,241122.7,60.21,72.88,57.06,73.1,53.32,34.3
7246,26.51,88.59,94.75,0.62,7.09,240916,58.42,72.91,57.13,73.32,53.25,32.77
7247,26.62,88.04,94.86,0.61,7.53,249315,63.23,72.84,57.24,73.21,53.28,32.58
7248,25.76,89.06,94.78,0.61,7,243615.4,61.04,73.61,57.86,74.01,53.61,33.16
7249,24.98,89.61,94.81,0.62,7.24,250904.2,61.11,71.89,56.1,72.22,52.77,34.3
7250,24.5,89.1,94.83,0.61,7.18,249900.3,62.57,71.85,55.92,71.92,52.59,34.87
7251,23.85,89.1,94.81,0.62,7.3,256904,58.91,71.89,55.77,71.81,52.77,34.68
7252,22.99,89.98,94.89,0.61,7.23,234251.9,55.64,71.7,55.85,71.67,52.55,34.68
7253,22.28,89.21,95.01,0.61,7.08,244628.4,55.18,71.56,55.59,71.52,52.63,36.01
7254,21.9,87.89,95.16,0.61,6.98,244215,55.64,71.67,55.48,71.16,52.44,36.39
7255,21.52,88.95,95.16,0.62,7.2,236403.3,55.69,71.67,55.59,71.38,52.37,36.01
7256,21.18,88.95,95.16,0.61,7.18,231678.9,53.52,71.56,55.41,70.94,52.37,35.06
7257,20.94,88.81,95.19,0.62,7.33,211088,53.61,71.67,55.48,71.12,52.44,34.87
7258,20.02,88.59,95.22,0.62,7.1,233144,54.18,71.56,55.44,70.86,52.37,35.44
7259,18.86,88.18,95.24,0.61,7.22,227265,51.42,71.34,55.19,70.57,52.26,34.68
7260,18.48,86.32,95.22,0.61,7.39,238931.5,54.2,71.27,54.86,70.17,51.75,36.39
7261,18.07,87.52,95.27,0.62,7.41,224560.9,51.9,71.12,54.71,70.28,51.56,36.2
7262,17.46,87.12,95.22,0.61,7.36,220973.2,50.88,71.23,54.64,70.13,51.53,36.2
7263,17.18,87.2,95.24,0.62,7.07,205093.3,52.05,71.16,54.64,70.35,51.42,36.78
7264,17.15,85.8,95.22,0.62,7.28,222691,53.05,71.08,54.42,70.02,51.23,35.63
7265,16.84,87.63,95.27,0.62,7.46,234627,50.93,71.27,54.57,69.95,51.34,37.35
7266,16.67,87.52,95.33,0.62,7.31,234001,49.39,71.19,54.49,70.13,51.34,36.78
7267,16.88,87.38,95.33,0.62,7.34,241591.1,50.05,71.19,54.46,70.13,51.27,36.2
7268,16.84,86.76,95.39,0.62,7.28,238702.4,50.59,71.12,54.46,69.98,51.2,35.44
7269,16.94,87.63,95.42,0.62,7.18,244061.8,51,71.19,54.38,69.95,51.23,35.25
7270,16.94,85.73,95.48,0.62,7.12,238166.1,53.3,71.05,54.46,69.8,51.09,35.44
7271,17.11,88.55,95.54,0.61,7.32,247643.1,45.95,71.34,54.57,70.02,51.34,36.59
7272,17.49,87.6,95.51,0.62,7.25,242763.8,49.22,71.3,54.42,69.95,51.53,36.59
7273,17.56,86.5,95.48,0.61,7.23,250011,50.27,71.01,54.46,69.65,51.34,37.16
7274,18.11,86.13,95.45,0.61,7.29,254267.8,50.32,71.05,54.57,69.54,51.16,35.63
7275,18.45,86.13,95.39,0.61,7.02,245220,53.32,71.05,54.68,69.8,51.31,35.25
7276,18.58,87.05,95.36,0.62,7.02,250607.1,48.68,71.23,54.68,69.43,51.78,35.06
7277,18.28,85.73,95.42,0.61,7.06,252566,50.27,71.05,54.6,69.95,51.42,37.54
7278,18.31,87.01,95.39,0.61,7,245362,49.68,71.23,54.68,70.02,51.49,35.44
7279,18.38,85.62,95.36,0.61,7.31,241318.2,49.68,71.12,54.68,70.09,51.34,34.87
7280,18.38,86.02,95.39,0.62,7.12,243404.3,57.4,71.12,54.64,70.5,51.23,35.06
7281,18.28,88.29,95.42,0.61,7.16,243766.3,46.14,71.41,54.71,69.98,51.6,34.68
7282,18.07,88.15,95.42,0.62,7.14,251420.6,47.05,71.3,54.49,69.95,51.53,36.97
7283,17.9,87.78,95.48,0.62,7.25,254784.5,49.88,71.3,54.46,70.31,51.38,36.2
7284,17.7,85.91,95.57,0.61,7.18,253548.4,49.24,71.05,54.38,69.76,51.23,34.68
7285,17.8,85.22,95.45,0.61,7.28,263157.3,57.3,71.23,54.46,70.35,50.9,35.82
7286,17.32,87.78,95.54,0.61,7.1,251344.1,46.14,71.19,54.49,69.87,51.31,37.35
7287,17.25,87.96,95.45,0.62,6.87,250415.6,47.46,71.23,54.46,69.95,51.27,35.82
7288,17.25,87.31,95.51,0.61,7.11,256179.2,47.61,71.27,54.42,69.54,51.34,35.63
7289,17.08,87.78,95.48,0.61,6.59,240216.8,47.56,71.23,54.31,69.87,51.34,37.54
7290,16.94,86.17,95.57,0.6,6.7,233826.5,45.97,71.16,54.13,69.43,51.05,35.25
7291,16.67,85.73,95.51,0.61,7.02,240049.3,47.12,70.94,53.91,69.29,50.65,36.2
7292,16.6,86.24,95.48,0.61,7.15,254443.2,47.14,71.08,53.91,69.47,50.65,36.2
7293,16.33,86.9,95.45,0.61,6.86,246051.8,47.24,71.08,53.98,69.69,50.76,35.82
7294,16.09,86.68,95.54,0.62,7.05,251516.4,47.14,71.05,54.02,69.36,50.68,35.82
7295,16.29,87.45,95.57,0.62,6.85,245963.1,44.02,70.97,54.05,69.25,50.9,35.25
7296,16.36,87.71,95.63,0.62,7.52,248468.3,44.04,71.12,54.02,69.29,51.05,36.59
7297,16.5,87.96,95.71,0.61,6.98,238530.2,44.02,71.16,54.27,69.21,51.16,35.82
7298,16.4,87.85,95.71,0.61,7.14,247500.6,44.04,71.27,54.16,69.4,51.16,36.78
7299,16.47,87.71,95.77,0.62,7.42,264774.6,44.7,71.16,54.35,69.65,51.2,36.39
7300,16.5,88.15,95.83,0.62,6.96,245169.1,42.87,71.12,54.31,69.43,51.16,35.25
7301,16.74,87.96,95.77,0.62,7.51,233774.9,45.19,71.19,54.42,69.4,51.12,34.68
7302,16.67,87.96,95.74,0.62,6.99,233185.1,45.24,71.27,54.35,69.69,51.27,35.06
7303,16.7,87.96,95.74,0.61,7.28,246462.7,45.22,71.19,54.35,69.58,51.16,35.82
7304,16.74,87.82,95.74,0.62,7.13,240030.2,46.66,71.23,54.46,69.62,51.2,35.82
7305,16.64,88.51,95.77,0.62,7.22,243104.7,43.92,71.19,54.46,69.51,51.31,36.01
7306,16.64,87.52,95.74,0.61,7.17,209487.7,45.65,71.12,54.46,69.51,51.12,33.35
7307,16.77,87.38,95.68,0.62,7.12,192729.7,46.27,71.27,54.38,69.76,51.2,36.78
7308,16.67,87.71,95.77,0.62,7.32,184238.4,45.65,71.19,54.35,69.62,51.12,35.25
7309,16.67,87.78,95.71,0.62,7.41,213026,46.7,71.34,54.49,69.65,51.34,35.25
7310,16.64,88.22,95.77,0.62,7.12,247971.3,43.46,71.27,54.31,69.51,51.16,36.59
7311,16.64,86.68,95.83,0.62,6.74,226485.9,47.31,71.01,54.49,69.76,51.12,35.63
7312,16.5,88,95.83,0.62,6.75,229797.8,45.51,71.3,54.27,69.73,51.23,34.68
7313,16.43,87.01,95.89,0.62,6.73,218078,46.66,71.19,54.46,69.58,51.23,36.78
7314,16.53,86.83,95.83,0.62,6.84,227892.8,46.07,70.97,54.38,69.62,51.12,35.63
7315,16.4,87.85,95.83,0.61,7.03,240263.6,44.02,71.3,54.38,69.47,51.31,36.97
7316,16.43,86.57,95.8,0.62,6.67,237733.6,49.27,71.05,54.16,69.51,50.98,36.01
7317,16.5,85.73,95.74,0.62,6.88,237573.9,49.85,71.05,54.27,69.8,51.01,35.82
7318,16.36,87.71,95.71,0.62,6.95,242305.7,45.83,71.19,54.31,69.76,51.09,34.87
7319,16.47,87.34,95.68,0.62,6.87,240403.1,47.63,71.16,54.38,69.73,51.12,35.44
7320,16.6,87.63,95.71,0.61,7.08,251950,46.02,71.19,54.35,69.8,51.16,35.63
7321,16.4,86.02,95.63,0.61,6.68,249156.8,49.22,71.08,54.38,69.8,51.05,37.54
7322,16.5,86.35,95.63,0.61,6.71,235727.4,49.22,71.16,54.31,69.76,51.05,34.68
7323,16.5,86.72,95.6,0.61,7.02,253783,49.22,71.01,54.31,69.98,51.09,35.25
7324,16.29,85.95,95.65,0.61,6.98,251564.2,51.76,71.05,54.35,69.87,51.09,36.97
7325,16.64,88.04,95.68,0.61,7.01,261027.1,46.36,71.23,54.42,69.8,51.34,36.2
7326,16.7,86.54,95.68,0.61,6.68,230300.7,49.24,71.19,54.49,69.91,51.23,35.63
7327,16.7,87.45,95.68,0.62,6.92,238317.4,49.27,71.27,54.53,69.98,51.09,35.06
7328,16.88,87.16,95.71,0.62,6.96,245152.8,49.22,71.19,54.46,69.95,51.16,34.87
7329,16.94,84.78,95.77,0.61,6.89,242638.9,59.33,70.94,54.49,70.13,50.94,36.01
7330,17.05,86.98,95.74,0.61,6.87,245969.8,47.53,71.12,54.6,69.8,51.16,35.82
7331,17.01,87.09,95.74,0.62,6.72,243886.5,49.51,71.19,54.46,70.02,51.27,35.63
7332,17.05,85.73,95.68,0.61,7.08,250225.3,51.12,71.01,54.46,69.76,51.09,36.01
7333,17.29,86.06,95.74,0.62,7.21,256339.3,51.05,71.08,54.42,69.95,51.09,35.25
7334,17.08,84.92,95.68,0.61,6.99,261950.6,60.35,70.86,54.46,70.06,50.87,34.68
7335,17.01,85.8,95.71,0.61,7.15,259152.7,49.9,71.19,54.49,69.91,51.12,36.97
7336,17.22,85.62,95.77,0.61,7.01,225080.3,51.05,71.01,54.46,69.87,51.2,35.82
7337,17.32,87.67,95.8,0.62,7.14,228923.8,49.9,71.19,54.53,70.17,51.16,35.44
7338,17.32,85.99,95.77,0.61,7.14,236655.4,49.9,70.97,54.38,69.95,51.09,34.3
7339,17.32,84.92,95.77,0.62,7.17,237838.3,55.44,71.05,54.35,70.2,50.9,35.44
7340,17.32,87.01,95.92,0.62,7.23,230471.9,48.29,71.19,54.53,69.87,51.16,34.87
7341,17.49,86.87,95.92,0.61,7.03,238904.9,48.24,71.19,54.53,69.87,51.27,35.82
7342,17.35,85.69,95.98,0.61,7.1,237188.9,50.27,71.05,54.49,69.91,51.16,35.63
7343,17.42,87.16,95.95,0.62,7.29,247655.1,49.05,71.19,54.64,69.98,51.34,34.49
7344,17.32,86.98,95.89,0.62,7.22,244535.2,48.49,71.27,54.57,69.95,51.31,35.82
7345,17.29,87.09,95.89,0.62,7.32,241873.4,49.27,71.27,54.57,69.87,51.31,35.25
7346,17.32,87.05,95.92,0.62,6.89,238176.8,49.29,71.3,54.6,70.2,51.31,35.44
7347,17.15,86.24,95.86,0.61,7.2,250612.1,48.05,71.08,54.68,69.87,51.2,34.68
7348,17.29,86.79,95.83,0.61,6.89,243269.7,48.07,71.19,54.57,69.91,51.23,35.06
7349,17.32,88.37,95.83,0.62,7.12,257604.7,44.9,71.23,54.49,69.84,51.34,35.06
7350,17.25,86.72,95.8,0.62,7.36,252430.8,48.71,71.19,54.6,70.06,51.34,33.73
7351,17.15,86.87,95.77,0.61,7,221426.3,48.68,71.19,54.53,69.98,51.12,35.82
7352,16.94,88.07,95.83,0.62,7.03,220386.3,47.46,71.3,54.6,70.13,51.42,35.63
7353,16.77,88.26,95.83,0.62,7.2,236916.5,45.8,71.38,54.53,70.06,51.49,35.44
7354,16.7,88.59,95.92,0.62,6.9,227475.5,44.31,71.45,54.71,69.91,51.53,36.78
7355,16.84,87.71,95.95,0.61,7.21,240153.2,47.29,71.19,54.68,69.69,51.34,34.49
7356,16.74,86.68,95.98,0.61,6.91,238266.4,48.76,71.19,54.64,69.87,51.27,35.82
7357,16.53,86.76,95.98,0.62,6.93,230469.9,48.78,71.19,54.53,69.95,51.34,36.2
7358,16.7,87.45,95.92,0.62,6.9,240870.3,47.73,71.19,54.6,69.95,51.34,35.44
7359,16.81,88.29,95.89,0.62,7.09,246920.3,46.83,71.23,54.57,69.84,51.27,37.54
7360,17.01,86.83,95.92,0.61,7.1,260751.5,47.12,71.12,54.53,69.69,51.38,34.3
7361,16.94,86.98,95.83,0.61,7.07,244178.9,48.73,71.23,54.46,69.95,51.34,35.82
7362,17.11,86.13,95.83,0.61,7.19,244851,49.19,71.16,54.53,69.76,51.16,35.82
7363,16.88,86.94,95.77,0.62,6.86,241240.2,48.56,71.08,54.64,69.8,51.38,35.44
7364,17.01,87.85,95.8,0.62,6.97,247623.5,47.93,71.16,54.68,70.06,51.45,34.87
7365,16.88,86.61,95.83,0.61,6.85,252471.5,47.36,71.08,54.71,69.69,51.23,35.25
7366,16.88,86.83,95.77,0.61,7.13,258308.4,49.63,71.16,54.53,70.09,51.34,34.87
7367,16.7,85.44,95.77,0.61,6.95,247146.8,49.63,71.01,54.38,69.84,51.16,35.25
7368,16.6,86.83,95.77,0.62,7.13,255883.7,51.69,71.19,54.57,70.13,51.09,36.59
7369,16.67,87.82,95.86,0.62,7.03,255465.7,44.75,71.19,54.46,69.69,51.38,35.63
7370,16.57,87.38,95.89,0.62,6.82,231552.5,45.7,71.38,54.64,69.51,51.34,36.97
7371,16.43,85.73,95.89,0.62,7.07,229977.2,48.22,71.05,54.46,69.51,51.23,36.01
7372,16.23,85.77,95.83,0.62,7.06,231836.3,48.22,71.05,54.35,69.4,51.05,36.2
7373,16.12,84.74,95.83,0.61,7.13,247350.5,51.29,71.01,54.46,69.62,51.05,34.49
7374,15.82,87.67,95.89,0.61,7.07,245767.8,43.95,71.05,54.42,69.25,51.23,35.25
7375,15.41,87.34,95.83,0.62,7.03,233891.3,44.95,71.19,54.27,69.58,51.23,36.59
7376,15.17,87.01,95.74,0.62,6.74,213665.4,46.68,71.12,54.38,69.43,51.09,36.2
7377,15.03,87.16,95.71,0.62,7.06,217007.5,45.48,71.19,54.2,69.43,51.05,37.35
7378,15.06,84.23,95.65,0.62,6.87,218670,52.76,70.86,54.13,69.4,50.65,36.39
7379,14.86,87.12,95.74,0.61,6.97,225689.7,43.21,71.01,54.13,69.07,50.79,35.44
7380,14.72,86.68,95.68,0.62,6.99,241350.3,44.68,71.05,53.98,68.99,50.83,36.59
7381,14.62,86.5,95.63,0.62,6.75,226352.2,45.75,71.01,54.05,69.18,50.83,35.82
7382,14.76,86.57,95.71,0.62,7.14,235528.2,45.68,71.08,53.94,69.21,50.72,36.39
7383,14.76,84.52,95.71,0.61,6.91,238559.8,50.27,70.9,53.87,69.18,50.57,35.44
7384,14.69,85.95,95.68,0.61,7.24,251046,45.19,70.97,54.02,69.03,50.72,35.44
7385,14.69,86.32,95.68,0.62,6.79,245030.2,45.19,71.05,54.09,68.92,50.72,35.82
7386,15,86.61,95.74,0.61,7.01,246740.1,45.7,71.05,54.02,69.25,50.76,35.25
7387,15.17,85.95,95.68,0.61,7.06,250089.3,45.7,71.05,54.05,69.18,50.72,36.39
7388,15.2,83.24,95.74,0.62,6.93,259796.3,52.71,70.79,54.05,69.32,50.54,35.63
7389,15.34,86.61,95.71,0.61,7.16,258986.1,43.92,71.05,53.94,68.92,50.98,36.01
7390,15.47,86.65,95.74,0.61,6.7,225507.1,43.9,71.05,54.05,68.85,50.87,36.01
7391,15.61,86.35,95.71,0.61,7.07,239174.6,45.58,71.05,54.05,68.99,50.98,35.82
7392,15.47,86.61,95.71,0.62,7.06,242194,45.61,71.19,54.13,69.18,50.9,35.44
7393,15.88,86.83,95.77,0.62,7.01,246240.6,42.26,71.05,54.13,69.18,50.94,35.63
7394,15.82,87.12,95.77,0.61,7.33,255828.6,44.31,71.05,54.27,69.25,51.05,34.68
7395,15.85,86.57,95.8,0.62,6.69,242539.2,45.34,71.23,54.24,69.18,51.09,35.63
7396,15.95,86.9,95.83,0.61,6.9,250901.2,45.34,71.19,54.24,69.4,51.01,35.63
7397,15.65,87.12,95.86,0.62,7.1,258101.8,45.63,71.08,54.24,69.51,51.05,36.59
7398,15.78,87.52,95.95,0.62,7.09,265379.4,43.36,71.23,54.24,69.47,51.16,37.16
7399,15.85,87.2,96.04,0.62,7.14,252978.7,43.14,71.16,54.35,69.4,51.01,36.78
7400,15.78,87.23,96.09,0.61,6.91,259349.6,43.09,71.12,54.42,69.21,51.01,36.39
7401,15.85,86.94,96.04,0.61,6.92,262447.6,44.21,71.08,54.38,69.4,51.09,35.06
7402,15.99,86.57,96.04,0.62,7.1,263226.8,45.29,71.23,54.27,69.32,51.01,35.44
7403,15.99,87.27,96.04,0.62,6.98,241564.7,42.41,71.16,54.35,69.03,51.09,35.44
7404,15.78,87.16,96.04,0.61,7.18,252431.1,43.65,71.19,54.46,69.18,51.23,34.49
7405,15.75,86.79,95.98,0.62,6.82,241246.2,45.17,71.16,54.31,69.47,51.09,35.63
7406,15.65,86.98,96.04,0.61,6.74,238231.3,45.19,71.12,54.27,69.4,51.01,35.06
7407,15.82,86.43,96.01,0.62,6.87,242299.3,45.19,71.19,54.16,69.32,51.01,35.63
7408,15.78,87.45,96.04,0.62,7.06,262122.1,42.97,71.3,54.2,69.4,51.09,35.25
7409,15.85,87.2,96.12,0.61,6.75,257949,42.9,71.05,54.2,69.25,51.09,35.82
7410,15.99,86.54,96.12,0.62,6.81,250003.5,45.31,71.05,54.24,69.51,51.05,35.44
7411,15.88,86.54,96.15,0.62,6.88,252865.4,45.24,71.19,54.2,69.43,50.98,37.16
7412,15.78,87.74,96.21,0.62,6.9,249646.5,43.95,71.19,54.27,69.4,51.05,35.25
7413,15.68,87.12,96.27,0.62,6.94,258994.9,43.12,71.08,54.24,69.4,51.05,35.44
7414,15.75,86.87,96.33,0.61,6.76,261202.6,44.19,71.01,54.27,69.36,51.01,35.06
7415,15.75,86.13,96.33,0.61,6.68,252442.9,44.68,70.94,54.2,69.18,50.9,35.63
7416,15.88,87.2,96.24,0.62,6.66,249983.9,44.68,71.19,54.27,69.54,51.12,35.63
7417,16.06,85.88,96.24,0.61,6.84,250232.1,45.73,71.05,54.09,69.07,50.98,36.59
7418,16.47,87.2,96.24,0.61,6.88,260524,43.95,71.16,54.16,69.32,51.09,35.44
7419,16.81,86.54,96.21,0.61,6.47,253764.9,44.09,71.05,54.27,69.51,51.16,35.44
7420,16.84,87.34,96.12,0.62,6.68,258980.8,44.6,71.16,54.42,69.62,51.16,35.44
7421,17.11,87.05,96.12,0.61,6.93,265184.2,46.24,71.3,54.46,69.69,51.16,34.49
7422,17.11,86.94,96.21,0.61,7.01,258981.2,45.7,71.08,54.64,69.43,51.23,35.06
7423,17.49,87.71,96.18,0.62,6.93,264165.3,43.92,71.27,54.53,69.69,51.34,36.39
7424,17.66,86.68,96.21,0.62,6.71,246802.9,46.31,71.19,54.53,69.58,51.23,34.68
7425,17.83,86.21,96.27,0.62,6.69,234046.4,46.78,70.94,54.49,69.69,51.09,34.49
7426,17.94,87.27,96.3,0.61,6.87,250119.1,46.78,71.27,54.49,69.91,51.38,34.11
7427,17.9,84.74,96.33,0.62,7.09,247238.5,55.44,71.01,54.46,69.98,50.9,34.49
7428,17.76,87.45,96.33,0.62,6.78,247611.4,45.14,71.27,54.6,69.8,51.31,34.68
7429,17.76,86.35,96.33,0.62,6.78,250172.1,46.31,71.16,54.53,69.4,51.27,36.39
7430,17.66,86.39,96.27,0.62,6.78,249402.4,46.27,71.19,54.38,69.54,51.23,34.11
7431,17.73,86.76,96.27,0.61,6.74,249131.5,46.29,71.23,54.35,69.54,51.12,35.06
7432,17.8,83.83,96.33,0.62,7.09,260258.7,55.32,70.9,54.16,69.8,50.87,34.11
7433,17.32,87.34,96.27,0.61,6.71,243758.5,44.58,71.19,54.46,69.51,51.23,33.73
7434,17.18,86.43,96.27,0.62,6.72,220453.3,46.27,71.01,54.49,69.76,51.01,35.63
7435,16.88,86.43,96.21,0.62,6.61,209448.3,46.27,71.19,54.42,69.76,51.09,35.63
7436,16.5,86.76,96.18,0.61,6.95,221131.9,46.7,71.19,54.35,69.65,51.12,34.87
7437,16.29,84.45,96.24,0.61,7.2,221157,45.83,71.05,54.24,69.73,50.83,35.44
7438,16.09,87.42,96.27,0.62,6.72,204755.5,43.92,71.19,54.38,69.54,51.01,35.06
7439,16.12,87.42,96.3,0.61,6.82,222552.8,43.92,71.16,54.35,69.43,51.12,37.54
7440,15.99,86.57,96.3,0.61,6.85,232407.2,45.02,71.12,54.31,69.43,51.09,36.01
7441,16.26,86.17,96.33,0.61,6.91,231543.1,45.63,71.01,54.31,69.32,51.09,35.25
7442,16.5,85.99,96.3,0.62,7.14,233499.8,43.87,71.08,54.16,69.43,51.01,35.06
7443,16.88,86.76,96.36,0.61,7.34,247339.3,43.97,71.16,54.27,69.47,51.09,33.92
7444,16.94,87.01,96.33,0.61,6.83,248072.8,45.17,71.23,54.35,69.58,51.2,34.3
7445,17.05,87.31,96.3,0.61,6.86,242910.4,45.12,71.27,54.49,69.65,51.27,34.3
7446,17.56,86.83,96.24,0.61,7.01,254210.7,45.53,71.27,54.53,69.47,51.2,34.49
7447,18.79,87.6,96.24,0.62,7.09,245337.5,43.87,71.08,54.57,69.51,51.27,33.73
7448,20.09,87.6,96.15,0.61,7.34,255920.5,45.7,71.16,54.53,69.69,51.34,33.35
7449,21.08,87.27,96.04,0.61,6.79,228189.6,48.22,71.23,54.71,69.8,51.31,33.92
7450,21.52,87.09,95.98,0.62,6.91,238282.9,49.81,71.41,54.79,70.13,51.34,35.44
7451,22,87.52,95.98,0.62,7,246743.9,50.22,71.3,54.75,70.39,51.42,33.54
7452,21.87,88.44,96.01,0.62,7.07,243883.5,47.46,71.45,54.79,70.5,51.6,33.92
7453,21.42,87.67,96.01,0.62,6.96,236039.5,48.68,71.3,54.71,70.46,51.53,33.16
7454,20.64,87.16,96.04,0.62,6.76,227352.9,48.68,71.23,54.75,70.31,51.42,34.68
7455,19.78,87.01,96.09,0.62,6.82,227117.9,48.71,71.27,54.82,70.2,51.42,36.59
7456,19.23,87.27,96.12,0.61,6.86,232037.3,48.07,71.23,54.75,70.2,51.45,35.06
7457,19.4,87.63,96.12,0.62,6.97,230198.8,45.58,71.3,54.64,70.06,51.42,35.44
7458,19.17,85.29,96.09,0.61,6.84,240817.8,49.34,70.97,54.38,69.69,51.09,34.87
7459,18.65,86.57,96.04,0.62,6.77,227851.2,47.05,71.05,54.49,69.62,51.16,36.01
7460,17.94,86.57,96.06,0.61,6.9,225230,45.95,71.01,54.35,69.36,51.09,35.06
7461,18.14,87.2,96.01,0.61,6.91,226238.9,45.9,71.19,54.35,69.62,51.09,35.63
7462,17.83,87.45,95.98,0.62,6.88,216798.2,44.02,71.19,54.27,69.47,51.09,34.87
7463,17.46,86.35,95.95,0.61,6.72,219563.9,46.29,71.01,54.24,69.36,50.98,35.82
7464,17.01,87.27,95.89,0.61,6.77,208579.1,45.53,71.3,54.38,69.65,51.16,34.87
7465,16.7,86.02,95.92,0.61,6.9,209389.5,45.58,71.01,54.16,69.51,50.98,36.2
7466,16.57,84.85,95.86,0.62,7.04,218498.7,50.27,70.97,54.24,69.58,50.83,34.68
7467,16.47,87.27,95.89,0.62,7.25,222245.5,43.38,71.19,54.24,69.36,51.09,35.82
7468,16.33,86.43,95.92,0.62,7.12,235768.8,45.07,71.12,54.24,69.36,50.94,34.49
